subject,slice,filter,psnr,ssim
T2_to_SRI_defaced,81,gaussian,34.2349,0.9422
T2_to_SRI_defaced,81,mean,34.2591,0.9397
T2_to_SRI_defaced,81,median,35.6248,0.9469
T2_to_SRI_defaced,82,gaussian,34.3592,0.9425
T2_to_SRI_defaced,82,mean,34.4112,0.9399
T2_to_SRI_defaced,82,median,35.8924,0.9472
T2_to_SRI_defaced,83,gaussian,34.133,0.9423
T2_to_SRI_defaced,83,mean,34.2143,0.9397
T2_to_SRI_defaced,83,median,35.6904,0.9473
T2_to_SRI_defaced,84,gaussian,33.9561,0.9425
T2_to_SRI_defaced,84,mean,34.0866,0.9399
T2_to_SRI_defaced,84,median,35.483,0.947
T2_to_SRI_defaced,85,gaussian,34.0076,0.9437
T2_to_SRI_defaced,85,mean,34.1469,0.9411
T2_to_SRI_defaced,85,median,35.4734,0.9479
T2_to_SRI_defaced,86,gaussian,34.2232,0.9456
T2_to_SRI_defaced,86,mean,34.3572,0.9431
T2_to_SRI_defaced,86,median,35.6572,0.9499
T1CE_to_SRI_defaced,67,gaussian,30.2462,0.9321
T1CE_to_SRI_defaced,67,mean,30.6095,0.9334
T1CE_to_SRI_defaced,67,median,32.9003,0.9487
T1CE_to_SRI_defaced,68,gaussian,30.6133,0.9345
T1CE_to_SRI_defaced,68,mean,31.0164,0.936
T1CE_to_SRI_defaced,68,median,33.4818,0.951
T1CE_to_SRI_defaced,69,gaussian,30.9737,0.9364
T1CE_to_SRI_defaced,69,mean,31.4306,0.9378
T1CE_to_SRI_defaced,69,median,33.9799,0.9524
T1CE_to_SRI_defaced,70,gaussian,30.7835,0.9351
T1CE_to_SRI_defaced,70,mean,31.2109,0.936
T1CE_to_SRI_defaced,70,median,33.7747,0.9505
T1CE_to_SRI_defaced,71,gaussian,30.2079,0.9326
T1CE_to_SRI_defaced,71,mean,30.5724,0.9335
T1CE_to_SRI_defaced,71,median,32.9169,0.9475
T1CE_to_SRI_defaced,72,gaussian,29.4028,0.9319
T1CE_to_SRI_defaced,72,mean,29.6801,0.9328
T1CE_to_SRI_defaced,72,median,32.1039,0.9464
T1CE_to_SRI_defaced,73,gaussian,29.7896,0.9351
T1CE_to_SRI_defaced,73,mean,30.2983,0.9365
T1CE_to_SRI_defaced,73,median,32.7574,0.9493
T1CE_to_SRI_defaced,74,gaussian,29.9737,0.9376
T1CE_to_SRI_defaced,74,mean,30.5199,0.9387
T1CE_to_SRI_defaced,74,median,33.0235,0.9509
T1CE_to_SRI_defaced,75,gaussian,30.4108,0.94
T1CE_to_SRI_defaced,75,mean,31.0012,0.9409
T1CE_to_SRI_defaced,75,median,33.5313,0.9525
T1CE_to_SRI_defaced,76,gaussian,30.501,0.9397
T1CE_to_SRI_defaced,76,mean,31.0943,0.9406
T1CE_to_SRI_defaced,76,median,33.6509,0.952
T1CE_to_SRI_defaced,77,gaussian,31.47,0.9452
T1CE_to_SRI_defaced,77,mean,32.0734,0.9466
T1CE_to_SRI_defaced,77,median,34.5807,0.9578
T1CE_to_SRI_defaced,78,gaussian,30.2555,0.9389
T1CE_to_SRI_defaced,78,mean,30.874,0.9403
T1CE_to_SRI_defaced,78,median,33.3112,0.9522
T1CE_to_SRI_defaced,79,gaussian,30.1657,0.9387
T1CE_to_SRI_defaced,79,mean,30.7942,0.9404
T1CE_to_SRI_defaced,79,median,33.2765,0.9523
T1CE_to_SRI_defaced,80,gaussian,30.3825,0.9398
T1CE_to_SRI_defaced,80,mean,31.0144,0.9415
T1CE_to_SRI_defaced,80,median,33.5496,0.9529
T1CE_to_SRI_defaced,81,gaussian,30.9371,0.9425
T1CE_to_SRI_defaced,81,mean,31.5728,0.9441
T1CE_to_SRI_defaced,81,median,34.17,0.9549
T1CE_to_SRI_defaced,82,gaussian,31.5258,0.9451
T1CE_to_SRI_defaced,82,mean,32.1785,0.9467
T1CE_to_SRI_defaced,82,median,34.8238,0.9573
T1CE_to_SRI_defaced,83,gaussian,31.8026,0.9461
T1CE_to_SRI_defaced,83,mean,32.4775,0.9477
T1CE_to_SRI_defaced,83,median,35.0258,0.9582
T1CE_to_SRI_defaced,84,gaussian,31.173,0.9425
T1CE_to_SRI_defaced,84,mean,31.8656,0.9441
T1CE_to_SRI_defaced,84,median,34.2005,0.9547
T1CE_to_SRI_defaced,85,gaussian,30.6948,0.9397
T1CE_to_SRI_defaced,85,mean,31.3967,0.9411
T1CE_to_SRI_defaced,85,median,33.8832,0.9521
T1CE_to_SRI_defaced,86,gaussian,30.7796,0.94
T1CE_to_SRI_defaced,86,mean,31.4788,0.941
T1CE_to_SRI_defaced,86,median,33.9657,0.952
T1_to_SRI_defaced,67,gaussian,30.4925,0.9517
T1_to_SRI_defaced,67,mean,30.9772,0.9531
T1_to_SRI_defaced,67,median,33.5773,0.9664
T1_to_SRI_defaced,68,gaussian,30.5156,0.952
T1_to_SRI_defaced,68,mean,31.0078,0.9535
T1_to_SRI_defaced,68,median,33.5868,0.9666
T1_to_SRI_defaced,69,gaussian,30.4808,0.9521
T1_to_SRI_defaced,69,mean,31.0225,0.9537
T1_to_SRI_defaced,69,median,33.6607,0.967
T1_to_SRI_defaced,70,gaussian,30.3742,0.9518
T1_to_SRI_defaced,70,mean,30.9565,0.9535
T1_to_SRI_defaced,70,median,33.6553,0.9669
T1_to_SRI_defaced,71,gaussian,30.2396,0.951
T1_to_SRI_defaced,71,mean,30.8155,0.9526
T1_to_SRI_defaced,71,median,33.4425,0.9661
T1_to_SRI_defaced,72,gaussian,30.2139,0.9509
T1_to_SRI_defaced,72,mean,30.7829,0.9525
T1_to_SRI_defaced,72,median,33.3927,0.9656
T1_to_SRI_defaced,73,gaussian,30.3336,0.9512
T1_to_SRI_defaced,73,mean,30.8832,0.9526
T1_to_SRI_defaced,73,median,33.4812,0.9654
T1_to_SRI_defaced,74,gaussian,30.3344,0.9518
T1_to_SRI_defaced,74,mean,30.8758,0.9531
T1_to_SRI_defaced,74,median,33.5394,0.9659
T1_to_SRI_defaced,75,gaussian,30.1827,0.9519
T1_to_SRI_defaced,75,mean,30.7002,0.9531
T1_to_SRI_defaced,75,median,33.5983,0.9662
T1_to_SRI_defaced,76,gaussian,29.6169,0.9514
T1_to_SRI_defaced,76,mean,30.0193,0.9525
T1_to_SRI_defaced,76,median,32.7563,0.9653
T1_to_SRI_defaced,77,gaussian,29.44,0.9524
T1_to_SRI_defaced,77,mean,29.9501,0.9539
T1_to_SRI_defaced,77,median,32.9774,0.9668
T1_to_SRI_defaced,78,gaussian,29.6103,0.954
T1_to_SRI_defaced,78,mean,30.2693,0.9557
T1_to_SRI_defaced,78,median,33.9723,0.9683
T1_to_SRI_defaced,79,gaussian,30.0842,0.9559
T1_to_SRI_defaced,79,mean,30.7978,0.9576
T1_to_SRI_defaced,79,median,34.3964,0.9692
T1_to_SRI_defaced,80,gaussian,30.1902,0.956
T1_to_SRI_defaced,80,mean,30.9228,0.9577
T1_to_SRI_defaced,80,median,34.5554,0.9689
T1_to_SRI_defaced,81,gaussian,30.2356,0.9557
T1_to_SRI_defaced,81,mean,30.9994,0.9575
T1_to_SRI_defaced,81,median,34.3967,0.9682
T1_to_SRI_defaced,82,gaussian,30.2374,0.9554
T1_to_SRI_defaced,82,mean,31.0356,0.9574
T1_to_SRI_defaced,82,median,34.284,0.9679
T1_to_SRI_defaced,83,gaussian,30.222,0.9551
T1_to_SRI_defaced,83,mean,31.0499,0.9573
T1_to_SRI_defaced,83,median,34.5387,0.9682
T1_to_SRI_defaced,84,gaussian,30.1962,0.9551
T1_to_SRI_defaced,84,mean,31.0383,0.9575
T1_to_SRI_defaced,84,median,34.6584,0.9687
T1_to_SRI_defaced,85,gaussian,30.3829,0.9559
T1_to_SRI_defaced,85,mean,31.2161,0.9583
T1_to_SRI_defaced,85,median,35.0169,0.9694
T1_to_SRI_defaced,86,gaussian,30.6447,0.9571
T1_to_SRI_defaced,86,mean,31.4525,0.9594
T1_to_SRI_defaced,86,median,35.2257,0.97
FL_to_SRI_defaced,67,gaussian,29.3951,0.9106
FL_to_SRI_defaced,67,mean,29.7679,0.9081
FL_to_SRI_defaced,67,median,31.9084,0.9192
FL_to_SRI_defaced,68,gaussian,29.1278,0.9088
FL_to_SRI_defaced,68,mean,29.4856,0.9062
FL_to_SRI_defaced,68,median,31.6465,0.9176
FL_to_SRI_defaced,69,gaussian,29.1987,0.9096
FL_to_SRI_defaced,69,mean,29.6142,0.9076
FL_to_SRI_defaced,69,median,32.0098,0.92
FL_to_SRI_defaced,70,gaussian,29.1896,0.9089
FL_to_SRI_defaced,70,mean,29.6744,0.9072
FL_to_SRI_defaced,70,median,32.3248,0.92
FL_to_SRI_defaced,71,gaussian,29.1981,0.9094
FL_to_SRI_defaced,71,mean,29.7229,0.9079
FL_to_SRI_defaced,71,median,32.3987,0.9208
FL_to_SRI_defaced,72,gaussian,29.1213,0.9096
FL_to_SRI_defaced,72,mean,29.6156,0.908
FL_to_SRI_defaced,72,median,32.379,0.9214
FL_to_SRI_defaced,73,gaussian,29.0287,0.9125
FL_to_SRI_defaced,73,mean,29.515,0.911
FL_to_SRI_defaced,73,median,32.755,0.9249
FL_to_SRI_defaced,74,gaussian,29.2779,0.9141
FL_to_SRI_defaced,74,mean,29.8509,0.9125
FL_to_SRI_defaced,74,median,32.7995,0.9251
FL_to_SRI_defaced,75,gaussian,29.3532,0.9149
FL_to_SRI_defaced,75,mean,29.9426,0.9133
FL_to_SRI_defaced,75,median,32.9077,0.926
FL_to_SRI_defaced,76,gaussian,29.4471,0.9159
FL_to_SRI_defaced,76,mean,30.0653,0.9145
FL_to_SRI_defaced,76,median,33.0993,0.927
FL_to_SRI_defaced,77,gaussian,29.5516,0.917
FL_to_SRI_defaced,77,mean,30.2056,0.9158
FL_to_SRI_defaced,77,median,33.333,0.928
FL_to_SRI_defaced,78,gaussian,29.5073,0.9156
FL_to_SRI_defaced,78,mean,30.1936,0.9144
FL_to_SRI_defaced,78,median,33.5817,0.9263
FL_to_SRI_defaced,79,gaussian,29.6243,0.9163
FL_to_SRI_defaced,79,mean,30.3291,0.9156
FL_to_SRI_defaced,79,median,33.6972,0.9273
FL_to_SRI_defaced,80,gaussian,29.8157,0.9176
FL_to_SRI_defaced,80,mean,30.531,0.9174
FL_to_SRI_defaced,80,median,33.8383,0.9289
FL_to_SRI_defaced,81,gaussian,29.4882,0.9138
FL_to_SRI_defaced,81,mean,30.2028,0.9136
FL_to_SRI_defaced,81,median,33.3309,0.9247
FL_to_SRI_defaced,82,gaussian,29.3566,0.9117
FL_to_SRI_defaced,82,mean,30.0494,0.9113
FL_to_SRI_defaced,82,median,33.0778,0.9225
FL_to_SRI_defaced,83,gaussian,29.2855,0.9099
FL_to_SRI_defaced,83,mean,29.9578,0.9092
FL_to_SRI_defaced,83,median,32.8418,0.9204
FL_to_SRI_defaced,84,gaussian,29.3686,0.9091
FL_to_SRI_defaced,84,mean,30.0467,0.9082
FL_to_SRI_defaced,84,median,32.8796,0.9193
FL_to_SRI_defaced,85,gaussian,29.4977,0.91
FL_to_SRI_defaced,85,mean,30.2067,0.9094
FL_to_SRI_defaced,85,median,33.0931,0.9208
FL_to_SRI_defaced,86,gaussian,29.5023,0.9102
FL_to_SRI_defaced,86,mean,30.2359,0.9097
FL_to_SRI_defaced,86,median,33.1792,0.921
T2_to_SRI_defaced,67,gaussian,29.8574,0.9139
T2_to_SRI_defaced,67,mean,30.2648,0.9177
T2_to_SRI_defaced,67,median,32.5448,0.9365
T2_to_SRI_defaced,68,gaussian,29.7687,0.9144
T2_to_SRI_defaced,68,mean,30.189,0.9182
T2_to_SRI_defaced,68,median,32.46,0.9367
T2_to_SRI_defaced,69,gaussian,29.6101,0.914
T2_to_SRI_defaced,69,mean,30.0153,0.9175
T2_to_SRI_defaced,69,median,32.247,0.9358
T2_to_SRI_defaced,70,gaussian,29.557,0.9145
T2_to_SRI_defaced,70,mean,29.9855,0.9179
T2_to_SRI_defaced,70,median,32.2194,0.9363
T2_to_SRI_defaced,71,gaussian,29.351,0.9155
T2_to_SRI_defaced,71,mean,29.7545,0.9188
T2_to_SRI_defaced,71,median,32.0729,0.9375
T2_to_SRI_defaced,72,gaussian,29.6178,0.92
T2_to_SRI_defaced,72,mean,30.1119,0.9235
T2_to_SRI_defaced,72,median,32.5659,0.941
T2_to_SRI_defaced,73,gaussian,29.8807,0.9217
T2_to_SRI_defaced,73,mean,30.3946,0.9253
T2_to_SRI_defaced,73,median,32.7439,0.9423
T2_to_SRI_defaced,74,gaussian,30.292,0.9235
T2_to_SRI_defaced,74,mean,30.8014,0.9272
T2_to_SRI_defaced,74,median,33.1911,0.9446
T2_to_SRI_defaced,75,gaussian,30.7129,0.9253
T2_to_SRI_defaced,75,mean,31.2268,0.9294
T2_to_SRI_defaced,75,median,33.6129,0.9466
T2_to_SRI_defaced,76,gaussian,30.0632,0.9197
T2_to_SRI_defaced,76,mean,30.5876,0.9243
T2_to_SRI_defaced,76,median,33.0308,0.942
T2_to_SRI_defaced,77,gaussian,30.3304,0.9207
T2_to_SRI_defaced,77,mean,30.8778,0.9257
T2_to_SRI_defaced,77,median,33.2911,0.9428
T2_to_SRI_defaced,78,gaussian,29.8866,0.9179
T2_to_SRI_defaced,78,mean,30.4629,0.9234
T2_to_SRI_defaced,78,median,32.8719,0.9406
T2_to_SRI_defaced,79,gaussian,29.6453,0.9166
T2_to_SRI_defaced,79,mean,30.2384,0.9225
T2_to_SRI_defaced,79,median,32.6933,0.9397
T2_to_SRI_defaced,80,gaussian,30.4548,0.9225
T2_to_SRI_defaced,80,mean,31.0603,0.9283
T2_to_SRI_defaced,80,median,33.5604,0.9455
T2_to_SRI_defaced,81,gaussian,30.1976,0.9219
T2_to_SRI_defaced,81,mean,30.8138,0.9276
T2_to_SRI_defaced,81,median,33.3971,0.9452
T2_to_SRI_defaced,82,gaussian,29.8053,0.9205
T2_to_SRI_defaced,82,mean,30.4433,0.926
T2_to_SRI_defaced,82,median,32.9893,0.9433
T2_to_SRI_defaced,83,gaussian,29.5249,0.9198
T2_to_SRI_defaced,83,mean,30.1775,0.9248
T2_to_SRI_defaced,83,median,32.628,0.9413
T2_to_SRI_defaced,84,gaussian,29.2543,0.919
T2_to_SRI_defaced,84,mean,29.9085,0.9236
T2_to_SRI_defaced,84,median,32.398,0.9396
T2_to_SRI_defaced,85,gaussian,29.3837,0.9199
T2_to_SRI_defaced,85,mean,30.0151,0.9238
T2_to_SRI_defaced,85,median,32.7102,0.9401
T2_to_SRI_defaced,86,gaussian,29.88,0.9223
T2_to_SRI_defaced,86,mean,30.4865,0.9259
T2_to_SRI_defaced,86,median,33.2836,0.9419
sub002_t1ce_defaced,67,gaussian,33.9739,0.9493
sub002_t1ce_defaced,67,mean,34.4282,0.9541
sub002_t1ce_defaced,67,median,35.7594,0.9647
sub002_t1ce_defaced,68,gaussian,34.3868,0.9516
sub002_t1ce_defaced,68,mean,34.9126,0.9568
sub002_t1ce_defaced,68,median,36.2373,0.9667
sub002_t1ce_defaced,69,gaussian,33.9019,0.9496
sub002_t1ce_defaced,69,mean,34.4609,0.9553
sub002_t1ce_defaced,69,median,35.8434,0.9654
sub002_t1ce_defaced,70,gaussian,32.2154,0.9426
sub002_t1ce_defaced,70,mean,32.7317,0.9491
sub002_t1ce_defaced,70,median,34.0362,0.9609
sub002_t1ce_defaced,71,gaussian,31.6488,0.9411
sub002_t1ce_defaced,71,mean,32.1428,0.9475
sub002_t1ce_defaced,71,median,33.3683,0.9587
sub002_t1ce_defaced,72,gaussian,32.2418,0.9421
sub002_t1ce_defaced,72,mean,32.6829,0.9477
sub002_t1ce_defaced,72,median,33.9533,0.9588
sub002_t1ce_defaced,73,gaussian,32.2435,0.94
sub002_t1ce_defaced,73,mean,32.5545,0.9445
sub002_t1ce_defaced,73,median,33.7181,0.9557
sub002_t1ce_defaced,74,gaussian,32.4679,0.9411
sub002_t1ce_defaced,74,mean,32.7351,0.9449
sub002_t1ce_defaced,74,median,33.8141,0.9553
sub002_t1ce_defaced,75,gaussian,31.7546,0.9392
sub002_t1ce_defaced,75,mean,32.027,0.9434
sub002_t1ce_defaced,75,median,33.1959,0.9555
sub002_t1ce_defaced,76,gaussian,31.4915,0.9376
sub002_t1ce_defaced,76,mean,31.7817,0.9418
sub002_t1ce_defaced,76,median,33.0798,0.9546
sub002_t1ce_defaced,77,gaussian,31.9633,0.9384
sub002_t1ce_defaced,77,mean,32.2173,0.9417
sub002_t1ce_defaced,77,median,33.4246,0.9537
sub002_t1ce_defaced,78,gaussian,32.0252,0.9396
sub002_t1ce_defaced,78,mean,32.2773,0.9429
sub002_t1ce_defaced,78,median,33.5577,0.9545
sub002_t1ce_defaced,79,gaussian,31.8089,0.9403
sub002_t1ce_defaced,79,mean,32.0731,0.9439
sub002_t1ce_defaced,79,median,33.2802,0.955
sub002_t1ce_defaced,80,gaussian,31.9887,0.942
sub002_t1ce_defaced,80,mean,32.2769,0.9457
sub002_t1ce_defaced,80,median,33.604,0.958
sub002_t1ce_defaced,81,gaussian,32.597,0.9455
sub002_t1ce_defaced,81,mean,32.954,0.9497
sub002_t1ce_defaced,81,median,34.364,0.9616
sub002_t1ce_defaced,82,gaussian,32.6628,0.9468
sub002_t1ce_defaced,82,mean,33.0653,0.9513
sub002_t1ce_defaced,82,median,34.5936,0.9629
sub002_t1ce_defaced,83,gaussian,32.9059,0.949
sub002_t1ce_defaced,83,mean,33.3459,0.9538
sub002_t1ce_defaced,83,median,35.0943,0.9655
sub002_t1ce_defaced,84,gaussian,33.116,0.9508
sub002_t1ce_defaced,84,mean,33.6306,0.9561
sub002_t1ce_defaced,84,median,35.4498,0.9676
sub002_t1ce_defaced,85,gaussian,32.8741,0.9513
sub002_t1ce_defaced,85,mean,33.416,0.957
sub002_t1ce_defaced,85,median,35.1245,0.9685
sub002_t1ce_defaced,86,gaussian,33.4866,0.9543
sub002_t1ce_defaced,86,mean,34.007,0.9599
sub002_t1ce_defaced,86,median,35.8557,0.9719
sub002_t1_defaced,67,gaussian,32.2381,0.9584
sub002_t1_defaced,67,mean,32.6516,0.9625
sub002_t1_defaced,67,median,34.413,0.9742
sub002_t1_defaced,68,gaussian,32.0484,0.957
sub002_t1_defaced,68,mean,32.4417,0.9611
sub002_t1_defaced,68,median,34.132,0.9725
sub002_t1_defaced,69,gaussian,31.7023,0.9566
sub002_t1_defaced,69,mean,32.039,0.9601
sub002_t1_defaced,69,median,33.5541,0.9713
sub002_t1_defaced,70,gaussian,31.7534,0.9573
sub002_t1_defaced,70,mean,32.0799,0.9605
sub002_t1_defaced,70,median,33.8603,0.9725
sub002_t1_defaced,71,gaussian,31.437,0.9565
sub002_t1_defaced,71,mean,31.7698,0.9595
sub002_t1_defaced,71,median,33.6986,0.9718
sub002_t1_defaced,72,gaussian,31.6877,0.9579
sub002_t1_defaced,72,mean,31.9987,0.9606
sub002_t1_defaced,72,median,34.2183,0.973
sub002_t1_defaced,73,gaussian,31.5778,0.9579
sub002_t1_defaced,73,mean,31.9241,0.9605
sub002_t1_defaced,73,median,34.3677,0.9735
sub002_t1_defaced,74,gaussian,31.2477,0.9584
sub002_t1_defaced,74,mean,31.6068,0.9609
sub002_t1_defaced,74,median,34.2819,0.9745
sub002_t1_defaced,75,gaussian,31.5325,0.9608
sub002_t1_defaced,75,mean,31.9804,0.9638
sub002_t1_defaced,75,median,34.6374,0.9767
sub002_t1_defaced,76,gaussian,31.6104,0.9628
sub002_t1_defaced,76,mean,32.1126,0.9659
sub002_t1_defaced,76,median,35.2357,0.979
sub002_t1_defaced,77,gaussian,31.6547,0.9644
sub002_t1_defaced,77,mean,32.2681,0.9676
sub002_t1_defaced,77,median,35.206,0.9797
sub002_t1_defaced,78,gaussian,31.7249,0.9654
sub002_t1_defaced,78,mean,32.4592,0.9689
sub002_t1_defaced,78,median,35.3853,0.9801
sub002_t1_defaced,79,gaussian,31.6252,0.9657
sub002_t1_defaced,79,mean,32.4086,0.9695
sub002_t1_defaced,79,median,35.6456,0.9807
sub002_t1_defaced,80,gaussian,31.611,0.9658
sub002_t1_defaced,80,mean,32.4261,0.97
sub002_t1_defaced,80,median,35.7913,0.9815
sub002_t1_defaced,81,gaussian,31.6559,0.9668
sub002_t1_defaced,81,mean,32.5074,0.9712
sub002_t1_defaced,81,median,35.8236,0.9829
sub002_t1_defaced,82,gaussian,31.5994,0.9669
sub002_t1_defaced,82,mean,32.4781,0.9715
sub002_t1_defaced,82,median,35.8932,0.9834
sub002_t1_defaced,83,gaussian,31.5852,0.9671
sub002_t1_defaced,83,mean,32.4396,0.9718
sub002_t1_defaced,83,median,35.753,0.984
sub002_t1_defaced,84,gaussian,31.3464,0.9665
sub002_t1_defaced,84,mean,32.125,0.9711
sub002_t1_defaced,84,median,35.3751,0.9837
sub002_t1_defaced,85,gaussian,30.8352,0.9651
sub002_t1_defaced,85,mean,31.5432,0.9695
sub002_t1_defaced,85,median,34.8751,0.9826
sub002_t1_defaced,86,gaussian,30.7819,0.9645
sub002_t1_defaced,86,mean,31.4394,0.9687
sub002_t1_defaced,86,median,34.4646,0.982
sub002_fl_defaced,67,gaussian,30.8637,0.9501
sub002_fl_defaced,67,mean,31.13,0.9503
sub002_fl_defaced,67,median,33.0833,0.9631
sub002_fl_defaced,68,gaussian,31.02,0.9506
sub002_fl_defaced,68,mean,31.3266,0.951
sub002_fl_defaced,68,median,33.4237,0.9637
sub002_fl_defaced,69,gaussian,31.1416,0.9513
sub002_fl_defaced,69,mean,31.4859,0.9517
sub002_fl_defaced,69,median,33.8025,0.9645
sub002_fl_defaced,70,gaussian,30.9594,0.9514
sub002_fl_defaced,70,mean,31.3448,0.9519
sub002_fl_defaced,70,median,33.8078,0.9648
sub002_fl_defaced,71,gaussian,30.802,0.9517
sub002_fl_defaced,71,mean,31.2218,0.9523
sub002_fl_defaced,71,median,33.6865,0.9652
sub002_fl_defaced,72,gaussian,30.5385,0.9517
sub002_fl_defaced,72,mean,30.9894,0.9524
sub002_fl_defaced,72,median,33.4022,0.9654
sub002_fl_defaced,73,gaussian,30.6277,0.9517
sub002_fl_defaced,73,mean,31.1443,0.9527
sub002_fl_defaced,73,median,33.7258,0.9657
sub002_fl_defaced,74,gaussian,30.7396,0.9519
sub002_fl_defaced,74,mean,31.2891,0.9532
sub002_fl_defaced,74,median,34.0742,0.9661
sub002_fl_defaced,75,gaussian,30.7237,0.9526
sub002_fl_defaced,75,mean,31.288,0.9542
sub002_fl_defaced,75,median,34.3385,0.968
sub002_fl_defaced,76,gaussian,30.5275,0.9533
sub002_fl_defaced,76,mean,31.1475,0.9551
sub002_fl_defaced,76,median,34.4376,0.9686
sub002_fl_defaced,77,gaussian,30.3406,0.9535
sub002_fl_defaced,77,mean,31.0278,0.9557
sub002_fl_defaced,77,median,34.4144,0.9698
sub002_fl_defaced,78,gaussian,30.4631,0.9546
sub002_fl_defaced,78,mean,31.1951,0.957
sub002_fl_defaced,78,median,34.6754,0.971
sub002_fl_defaced,79,gaussian,30.82,0.9562
sub002_fl_defaced,79,mean,31.6309,0.9587
sub002_fl_defaced,79,median,35.2206,0.9725
sub002_fl_defaced,80,gaussian,31.0305,0.9571
sub002_fl_defaced,80,mean,31.8936,0.9596
sub002_fl_defaced,80,median,35.5483,0.9731
sub002_fl_defaced,81,gaussian,31.0441,0.9579
sub002_fl_defaced,81,mean,31.91,0.9603
sub002_fl_defaced,81,median,35.4932,0.9735
sub002_fl_defaced,82,gaussian,30.9771,0.9587
sub002_fl_defaced,82,mean,31.8652,0.9612
sub002_fl_defaced,82,median,35.5069,0.9743
sub002_fl_defaced,83,gaussian,30.8013,0.9591
sub002_fl_defaced,83,mean,31.6979,0.9616
sub002_fl_defaced,83,median,35.4191,0.975
sub002_fl_defaced,84,gaussian,31.0662,0.9601
sub002_fl_defaced,84,mean,31.9724,0.9628
sub002_fl_defaced,84,median,35.7841,0.9762
sub002_fl_defaced,85,gaussian,31.3856,0.9611
sub002_fl_defaced,85,mean,32.3027,0.9638
sub002_fl_defaced,85,median,36.2679,0.977
sub002_fl_defaced,86,gaussian,31.5736,0.9618
sub002_fl_defaced,86,mean,32.4724,0.9645
sub002_fl_defaced,86,median,36.4725,0.9774
sub002_t2_defaced,67,gaussian,32.2918,0.9541
sub002_t2_defaced,67,mean,32.6019,0.9555
sub002_t2_defaced,67,median,35.2557,0.9686
sub002_t2_defaced,68,gaussian,32.7946,0.9556
sub002_t2_defaced,68,mean,33.1323,0.957
sub002_t2_defaced,68,median,35.8515,0.9697
sub002_t2_defaced,69,gaussian,32.3296,0.9544
sub002_t2_defaced,69,mean,32.6685,0.9557
sub002_t2_defaced,69,median,35.4997,0.9687
sub002_t2_defaced,70,gaussian,31.7711,0.953
sub002_t2_defaced,70,mean,32.1441,0.9543
sub002_t2_defaced,70,median,34.9652,0.9674
sub002_t2_defaced,71,gaussian,31.0025,0.9512
sub002_t2_defaced,71,mean,31.3891,0.9527
sub002_t2_defaced,71,median,34.0262,0.9655
sub002_t2_defaced,72,gaussian,30.672,0.9506
sub002_t2_defaced,72,mean,31.0835,0.9521
sub002_t2_defaced,72,median,33.7989,0.9653
sub002_t2_defaced,73,gaussian,30.8672,0.952
sub002_t2_defaced,73,mean,31.3138,0.9538
sub002_t2_defaced,73,median,34.064,0.9664
sub002_t2_defaced,74,gaussian,31.1213,0.9548
sub002_t2_defaced,74,mean,31.6116,0.9567
sub002_t2_defaced,74,median,34.7916,0.9695
sub002_t2_defaced,75,gaussian,31.0613,0.9553
sub002_t2_defaced,75,mean,31.5993,0.9573
sub002_t2_defaced,75,median,34.6347,0.9697
sub002_t2_defaced,76,gaussian,30.8961,0.9562
sub002_t2_defaced,76,mean,31.5212,0.9586
sub002_t2_defaced,76,median,35.0166,0.9715
sub002_t2_defaced,77,gaussian,30.7114,0.9565
sub002_t2_defaced,77,mean,31.3695,0.959
sub002_t2_defaced,77,median,34.9422,0.972
sub002_t2_defaced,78,gaussian,30.8376,0.9576
sub002_t2_defaced,78,mean,31.5299,0.9601
sub002_t2_defaced,78,median,35.0812,0.9722
sub002_t2_defaced,79,gaussian,30.85,0.9582
sub002_t2_defaced,79,mean,31.5417,0.9606
sub002_t2_defaced,79,median,35.2183,0.9725
sub002_t2_defaced,80,gaussian,31.0673,0.9598
sub002_t2_defaced,80,mean,31.754,0.9622
sub002_t2_defaced,80,median,35.4994,0.9741
sub002_t2_defaced,81,gaussian,30.9744,0.9605
sub002_t2_defaced,81,mean,31.6849,0.963
sub002_t2_defaced,81,median,35.4673,0.9754
sub002_t2_defaced,82,gaussian,30.7884,0.9606
sub002_t2_defaced,82,mean,31.4866,0.963
sub002_t2_defaced,82,median,35.2163,0.9757
sub002_t2_defaced,83,gaussian,30.7026,0.9607
sub002_t2_defaced,83,mean,31.3902,0.9631
sub002_t2_defaced,83,median,35.174,0.9759
sub002_t2_defaced,84,gaussian,30.631,0.961
sub002_t2_defaced,84,mean,31.3166,0.9636
sub002_t2_defaced,84,median,35.1653,0.9764
sub002_t2_defaced,85,gaussian,30.6625,0.9612
sub002_t2_defaced,85,mean,31.3408,0.9638
sub002_t2_defaced,85,median,35.0806,0.9764
sub002_t2_defaced,86,gaussian,30.2662,0.9603
sub002_t2_defaced,86,mean,30.9745,0.963
sub002_t2_defaced,86,median,34.828,0.9756
T1CE_to_SRI_defaced,67,gaussian,31.3327,0.9469
T1CE_to_SRI_defaced,67,mean,31.602,0.9469
T1CE_to_SRI_defaced,67,median,33.924,0.9594
T1CE_to_SRI_defaced,68,gaussian,31.3001,0.9457
T1CE_to_SRI_defaced,68,mean,31.5958,0.9456
T1CE_to_SRI_defaced,68,median,33.8722,0.9579
T1CE_to_SRI_defaced,69,gaussian,31.1839,0.9447
