subject,slice,filter,psnr,ssim
T1CE_to_SRI_defaced,69,mean,31.5217,0.9447
T1CE_to_SRI_defaced,69,median,33.6758,0.9566
T1CE_to_SRI_defaced,70,gaussian,30.9843,0.944
T1CE_to_SRI_defaced,70,mean,31.3684,0.9442
T1CE_to_SRI_defaced,70,median,33.5742,0.9561
T1CE_to_SRI_defaced,71,gaussian,30.5847,0.9427
T1CE_to_SRI_defaced,71,mean,31.0047,0.943
T1CE_to_SRI_defaced,71,median,33.2396,0.9551
T1CE_to_SRI_defaced,72,gaussian,29.9067,0.9409
T1CE_to_SRI_defaced,72,mean,30.3184,0.9414
T1CE_to_SRI_defaced,72,median,32.621,0.954
T1CE_to_SRI_defaced,73,gaussian,29.4603,0.9407
T1CE_to_SRI_defaced,73,mean,29.8348,0.9413
T1CE_to_SRI_defaced,73,median,32.2221,0.9543
T1CE_to_SRI_defaced,74,gaussian,29.601,0.9413
T1CE_to_SRI_defaced,74,mean,30.0486,0.9422
T1CE_to_SRI_defaced,74,median,32.4982,0.955
T1CE_to_SRI_defaced,75,gaussian,29.4391,0.9399
T1CE_to_SRI_defaced,75,mean,29.9047,0.9407
T1CE_to_SRI_defaced,75,median,32.3964,0.9533
T1CE_to_SRI_defaced,76,gaussian,29.6194,0.9412
T1CE_to_SRI_defaced,76,mean,30.1532,0.942
T1CE_to_SRI_defaced,76,median,32.786,0.9541
T1CE_to_SRI_defaced,77,gaussian,30.4317,0.9457
T1CE_to_SRI_defaced,77,mean,30.9804,0.9466
T1CE_to_SRI_defaced,77,median,33.6762,0.9582
T1CE_to_SRI_defaced,78,gaussian,31.0826,0.9495
T1CE_to_SRI_defaced,78,mean,31.6455,0.9505
T1CE_to_SRI_defaced,78,median,34.3111,0.9616
T1CE_to_SRI_defaced,79,gaussian,30.8881,0.949
T1CE_to_SRI_defaced,79,mean,31.4842,0.9498
T1CE_to_SRI_defaced,79,median,34.1193,0.9609
T1CE_to_SRI_defaced,80,gaussian,30.7993,0.9476
T1CE_to_SRI_defaced,80,mean,31.4408,0.948
T1CE_to_SRI_defaced,80,median,34.1377,0.9591
T1CE_to_SRI_defaced,81,gaussian,31.2506,0.9493
T1CE_to_SRI_defaced,81,mean,31.9323,0.9496
T1CE_to_SRI_defaced,81,median,34.6363,0.9603
T1CE_to_SRI_defaced,82,gaussian,31.2071,0.9494
T1CE_to_SRI_defaced,82,mean,31.9025,0.9496
T1CE_to_SRI_defaced,82,median,34.8906,0.9601
T1CE_to_SRI_defaced,83,gaussian,31.732,0.9528
T1CE_to_SRI_defaced,83,mean,32.3839,0.9529
T1CE_to_SRI_defaced,83,median,35.7048,0.9635
T1CE_to_SRI_defaced,84,gaussian,32.5619,0.958
T1CE_to_SRI_defaced,84,mean,33.1907,0.9585
T1CE_to_SRI_defaced,84,median,36.4831,0.9689
T1CE_to_SRI_defaced,85,gaussian,32.4138,0.9586
T1CE_to_SRI_defaced,85,mean,33.1049,0.9593
T1CE_to_SRI_defaced,85,median,36.2132,0.9695
T1CE_to_SRI_defaced,86,gaussian,31.9457,0.9564
T1CE_to_SRI_defaced,86,mean,32.7148,0.9569
T1CE_to_SRI_defaced,86,median,35.6639,0.9663
BraTS-PED-00201-000-t1n,67,gaussian,32.1538,0.9718
BraTS-PED-00201-000-t1n,67,mean,33.0651,0.9758
BraTS-PED-00201-000-t1n,67,median,36.0659,0.9851
BraTS-PED-00201-000-t1n,68,gaussian,31.9148,0.9714
BraTS-PED-00201-000-t1n,68,mean,32.8325,0.9753
BraTS-PED-00201-000-t1n,68,median,35.6194,0.9841
BraTS-PED-00201-000-t1n,69,gaussian,31.9621,0.9714
BraTS-PED-00201-000-t1n,69,mean,32.9004,0.9752
BraTS-PED-00201-000-t1n,69,median,35.4662,0.9838
BraTS-PED-00201-000-t1n,70,gaussian,31.85,0.971
BraTS-PED-00201-000-t1n,70,mean,32.8026,0.9749
BraTS-PED-00201-000-t1n,70,median,35.4044,0.9835
BraTS-PED-00201-000-t1n,71,gaussian,31.6524,0.9704
BraTS-PED-00201-000-t1n,71,mean,32.6185,0.9744
BraTS-PED-00201-000-t1n,71,median,35.1714,0.9833
BraTS-PED-00201-000-t1n,72,gaussian,31.5066,0.9706
BraTS-PED-00201-000-t1n,72,mean,32.4881,0.9748
BraTS-PED-00201-000-t1n,72,median,35.129,0.9838
BraTS-PED-00201-000-t1n,73,gaussian,31.6279,0.9713
BraTS-PED-00201-000-t1n,73,mean,32.6705,0.9757
BraTS-PED-00201-000-t1n,73,median,35.6913,0.9849
BraTS-PED-00201-000-t1n,74,gaussian,31.3014,0.9705
BraTS-PED-00201-000-t1n,74,mean,32.3698,0.9751
BraTS-PED-00201-000-t1n,74,median,35.7138,0.9849
BraTS-PED-00201-000-t1n,75,gaussian,31.0762,0.9698
BraTS-PED-00201-000-t1n,75,mean,32.1742,0.9745
BraTS-PED-00201-000-t1n,75,median,35.6277,0.9844
BraTS-PED-00201-000-t1n,76,gaussian,31.0084,0.9696
BraTS-PED-00201-000-t1n,76,mean,32.1373,0.9744
BraTS-PED-00201-000-t1n,76,median,35.6671,0.9844
BraTS-PED-00201-000-t1n,77,gaussian,31.1081,0.9699
BraTS-PED-00201-000-t1n,77,mean,32.2761,0.9748
BraTS-PED-00201-000-t1n,77,median,35.8773,0.9846
BraTS-PED-00201-000-t1n,78,gaussian,31.3721,0.971
BraTS-PED-00201-000-t1n,78,mean,32.5883,0.9758
BraTS-PED-00201-000-t1n,78,median,36.4116,0.9855
BraTS-PED-00201-000-t1n,79,gaussian,31.6564,0.9722
BraTS-PED-00201-000-t1n,79,mean,32.9121,0.977
BraTS-PED-00201-000-t1n,79,median,36.8118,0.9865
BraTS-PED-00201-000-t1n,80,gaussian,31.7193,0.9728
BraTS-PED-00201-000-t1n,80,mean,32.9946,0.9775
BraTS-PED-00201-000-t1n,80,median,36.9901,0.9869
BraTS-PED-00201-000-t1n,81,gaussian,31.6236,0.9732
BraTS-PED-00201-000-t1n,81,mean,32.9102,0.9777
BraTS-PED-00201-000-t1n,81,median,36.971,0.9868
BraTS-PED-00201-000-t1n,82,gaussian,31.9059,0.9743
BraTS-PED-00201-000-t1n,82,mean,33.1995,0.9787
BraTS-PED-00201-000-t1n,82,median,37.1528,0.9872
BraTS-PED-00201-000-t1n,83,gaussian,32.2216,0.9754
BraTS-PED-00201-000-t1n,83,mean,33.5491,0.9797
BraTS-PED-00201-000-t1n,83,median,37.508,0.9878
BraTS-PED-00201-000-t1n,84,gaussian,32.3621,0.9763
BraTS-PED-00201-000-t1n,84,mean,33.7494,0.9804
BraTS-PED-00201-000-t1n,84,median,37.5938,0.9881
BraTS-PED-00201-000-t1n,85,gaussian,32.2854,0.9765
BraTS-PED-00201-000-t1n,85,mean,33.7285,0.9807
BraTS-PED-00201-000-t1n,85,median,37.799,0.9884
BraTS-PED-00201-000-t1n,86,gaussian,32.5488,0.9771
BraTS-PED-00201-000-t1n,86,mean,34.0279,0.9811
BraTS-PED-00201-000-t1n,86,median,38.0677,0.9887
FL_to_SRI_defaced,67,gaussian,30.2947,0.937
FL_to_SRI_defaced,67,mean,31.1028,0.9417
FL_to_SRI_defaced,67,median,33.7256,0.9542
FL_to_SRI_defaced,68,gaussian,30.6585,0.9384
FL_to_SRI_defaced,68,mean,31.4667,0.943
FL_to_SRI_defaced,68,median,34.0444,0.9551
FL_to_SRI_defaced,69,gaussian,30.9022,0.9389
FL_to_SRI_defaced,69,mean,31.7408,0.9435
FL_to_SRI_defaced,69,median,34.4206,0.9558
FL_to_SRI_defaced,70,gaussian,30.7292,0.9378
FL_to_SRI_defaced,70,mean,31.5849,0.9423
FL_to_SRI_defaced,70,median,34.309,0.9546
FL_to_SRI_defaced,71,gaussian,30.0628,0.9344
FL_to_SRI_defaced,71,mean,30.9378,0.9389
FL_to_SRI_defaced,71,median,33.7984,0.9517
FL_to_SRI_defaced,72,gaussian,29.7331,0.9337
FL_to_SRI_defaced,72,mean,30.597,0.9384
FL_to_SRI_defaced,72,median,33.3997,0.9517
FL_to_SRI_defaced,73,gaussian,29.4959,0.9346
FL_to_SRI_defaced,73,mean,30.3348,0.9398
FL_to_SRI_defaced,73,median,33.2582,0.9537
FL_to_SRI_defaced,74,gaussian,29.7182,0.9362
FL_to_SRI_defaced,74,mean,30.7697,0.9418
FL_to_SRI_defaced,74,median,33.7189,0.9542
FL_to_SRI_defaced,75,gaussian,29.8648,0.9363
FL_to_SRI_defaced,75,mean,30.9614,0.9421
FL_to_SRI_defaced,75,median,33.9475,0.9541
FL_to_SRI_defaced,76,gaussian,29.7467,0.9348
FL_to_SRI_defaced,76,mean,30.8513,0.9406
FL_to_SRI_defaced,76,median,33.8893,0.9528
FL_to_SRI_defaced,77,gaussian,29.6515,0.9339
FL_to_SRI_defaced,77,mean,30.765,0.9399
FL_to_SRI_defaced,77,median,33.8164,0.9521
FL_to_SRI_defaced,78,gaussian,29.6682,0.9347
FL_to_SRI_defaced,78,mean,30.7898,0.9406
FL_to_SRI_defaced,78,median,33.9735,0.9528
FL_to_SRI_defaced,79,gaussian,29.7899,0.9365
FL_to_SRI_defaced,79,mean,30.9192,0.9424
FL_to_SRI_defaced,79,median,34.2103,0.9546
FL_to_SRI_defaced,80,gaussian,29.7159,0.9354
FL_to_SRI_defaced,80,mean,30.8532,0.9412
FL_to_SRI_defaced,80,median,34.2037,0.9531
FL_to_SRI_defaced,81,gaussian,30.0144,0.9369
FL_to_SRI_defaced,81,mean,31.1642,0.9425
FL_to_SRI_defaced,81,median,34.3878,0.9539
FL_to_SRI_defaced,82,gaussian,30.551,0.9402
FL_to_SRI_defaced,82,mean,31.7081,0.9456
FL_to_SRI_defaced,82,median,34.8355,0.9562
FL_to_SRI_defaced,83,gaussian,30.5955,0.9407
FL_to_SRI_defaced,83,mean,31.7639,0.9457
FL_to_SRI_defaced,83,median,34.9775,0.9563
FL_to_SRI_defaced,84,gaussian,30.9545,0.9436
FL_to_SRI_defaced,84,mean,32.1491,0.9484
FL_to_SRI_defaced,84,median,35.4575,0.9584
FL_to_SRI_defaced,85,gaussian,31.0712,0.9454
FL_to_SRI_defaced,85,mean,32.3187,0.9501
FL_to_SRI_defaced,85,median,35.6673,0.9598
FL_to_SRI_defaced,86,gaussian,30.9416,0.9442
FL_to_SRI_defaced,86,mean,32.2269,0.9488
FL_to_SRI_defaced,86,median,35.5776,0.9583
BraTS-PED-00201-000-t2w,67,gaussian,31.7706,0.9525
BraTS-PED-00201-000-t2w,67,mean,32.5115,0.9565
BraTS-PED-00201-000-t2w,67,median,34.9643,0.9678
BraTS-PED-00201-000-t2w,68,gaussian,31.8257,0.9526
BraTS-PED-00201-000-t2w,68,mean,32.572,0.9565
BraTS-PED-00201-000-t2w,68,median,34.9651,0.9676
BraTS-PED-00201-000-t2w,69,gaussian,31.8166,0.9526
BraTS-PED-00201-000-t2w,69,mean,32.5722,0.9565
BraTS-PED-00201-000-t2w,69,median,34.9376,0.9676
BraTS-PED-00201-000-t2w,70,gaussian,31.4311,0.9514
BraTS-PED-00201-000-t2w,70,mean,32.1913,0.9553
BraTS-PED-00201-000-t2w,70,median,34.552,0.9671
BraTS-PED-00201-000-t2w,71,gaussian,31.2436,0.9503
BraTS-PED-00201-000-t2w,71,mean,31.9991,0.9543
BraTS-PED-00201-000-t2w,71,median,34.3781,0.9669
BraTS-PED-00201-000-t2w,72,gaussian,31.1817,0.9498
BraTS-PED-00201-000-t2w,72,mean,31.922,0.9537
BraTS-PED-00201-000-t2w,72,median,34.196,0.9659
BraTS-PED-00201-000-t2w,73,gaussian,31.2552,0.9499
BraTS-PED-00201-000-t2w,73,mean,32.0053,0.9541
BraTS-PED-00201-000-t2w,73,median,34.2512,0.9662
BraTS-PED-00201-000-t2w,74,gaussian,31.0771,0.9493
BraTS-PED-00201-000-t2w,74,mean,31.8655,0.9537
BraTS-PED-00201-000-t2w,74,median,34.317,0.9662
BraTS-PED-00201-000-t2w,75,gaussian,31.1674,0.9491
BraTS-PED-00201-000-t2w,75,mean,31.9806,0.9535
BraTS-PED-00201-000-t2w,75,median,34.5043,0.9656
BraTS-PED-00201-000-t2w,76,gaussian,31.1774,0.9491
BraTS-PED-00201-000-t2w,76,mean,32.017,0.9535
BraTS-PED-00201-000-t2w,76,median,34.653,0.9654
BraTS-PED-00201-000-t2w,77,gaussian,31.0585,0.9491
BraTS-PED-00201-000-t2w,77,mean,31.92,0.9536
BraTS-PED-00201-000-t2w,77,median,34.6953,0.9659
BraTS-PED-00201-000-t2w,78,gaussian,30.9508,0.9497
BraTS-PED-00201-000-t2w,78,mean,31.8304,0.9543
BraTS-PED-00201-000-t2w,78,median,34.6521,0.9669
BraTS-PED-00201-000-t2w,79,gaussian,31.0333,0.9511
BraTS-PED-00201-000-t2w,79,mean,31.9215,0.9556
BraTS-PED-00201-000-t2w,79,median,34.7972,0.9682
BraTS-PED-00201-000-t2w,80,gaussian,31.3037,0.9526
BraTS-PED-00201-000-t2w,80,mean,32.201,0.957
BraTS-PED-00201-000-t2w,80,median,35.0183,0.969
BraTS-PED-00201-000-t2w,81,gaussian,31.5278,0.9538
BraTS-PED-00201-000-t2w,81,mean,32.4429,0.9582
BraTS-PED-00201-000-t2w,81,median,35.244,0.9698
BraTS-PED-00201-000-t2w,82,gaussian,31.8725,0.9555
BraTS-PED-00201-000-t2w,82,mean,32.8208,0.9599
BraTS-PED-00201-000-t2w,82,median,35.6603,0.9707
BraTS-PED-00201-000-t2w,83,gaussian,32.1389,0.957
BraTS-PED-00201-000-t2w,83,mean,33.1308,0.9614
BraTS-PED-00201-000-t2w,83,median,36.0646,0.972
BraTS-PED-00201-000-t2w,84,gaussian,32.3006,0.9582
BraTS-PED-00201-000-t2w,84,mean,33.336,0.9627
BraTS-PED-00201-000-t2w,84,median,36.3863,0.9731
BraTS-PED-00201-000-t2w,85,gaussian,32.5145,0.9592
BraTS-PED-00201-000-t2w,85,mean,33.5565,0.9637
BraTS-PED-00201-000-t2w,85,median,36.5914,0.9738
BraTS-PED-00201-000-t2w,86,gaussian,32.0925,0.9581
BraTS-PED-00201-000-t2w,86,mean,33.1278,0.9624
BraTS-PED-00201-000-t2w,86,median,36.093,0.9722
T1CE_to_SRI_defaced,67,gaussian,34.1999,0.9592
T1CE_to_SRI_defaced,67,mean,34.7264,0.9622
T1CE_to_SRI_defaced,67,median,37.3615,0.9754
T1CE_to_SRI_defaced,68,gaussian,33.9303,0.9581
T1CE_to_SRI_defaced,68,mean,34.4541,0.9609
T1CE_to_SRI_defaced,68,median,37.1501,0.9745
T1CE_to_SRI_defaced,69,gaussian,33.938,0.9576
T1CE_to_SRI_defaced,69,mean,34.4766,0.9603
T1CE_to_SRI_defaced,69,median,37.1938,0.9737
T1CE_to_SRI_defaced,70,gaussian,33.6472,0.9561
T1CE_to_SRI_defaced,70,mean,34.1963,0.9588
T1CE_to_SRI_defaced,70,median,37.0345,0.9726
T1CE_to_SRI_defaced,71,gaussian,33.1104,0.9538
T1CE_to_SRI_defaced,71,mean,33.6736,0.9566
T1CE_to_SRI_defaced,71,median,36.5268,0.971
T1CE_to_SRI_defaced,72,gaussian,32.6437,0.9514
T1CE_to_SRI_defaced,72,mean,33.2026,0.9543
T1CE_to_SRI_defaced,72,median,36.0167,0.9693
T1CE_to_SRI_defaced,73,gaussian,32.7695,0.9513
T1CE_to_SRI_defaced,73,mean,33.2963,0.9542
T1CE_to_SRI_defaced,73,median,35.9816,0.9686
T1CE_to_SRI_defaced,74,gaussian,33.2502,0.953
T1CE_to_SRI_defaced,74,mean,33.7332,0.9557
T1CE_to_SRI_defaced,74,median,36.3724,0.9697
T1CE_to_SRI_defaced,75,gaussian,33.8485,0.955
T1CE_to_SRI_defaced,75,mean,34.3158,0.9577
T1CE_to_SRI_defaced,75,median,36.8022,0.9711
T1CE_to_SRI_defaced,76,gaussian,33.4743,0.9538
T1CE_to_SRI_defaced,76,mean,33.9058,0.9567
T1CE_to_SRI_defaced,76,median,36.6559,0.9704
T1CE_to_SRI_defaced,77,gaussian,33.0667,0.954
T1CE_to_SRI_defaced,77,mean,33.6398,0.9573
T1CE_to_SRI_defaced,77,median,36.2328,0.9707
T1CE_to_SRI_defaced,78,gaussian,33.0924,0.9556
T1CE_to_SRI_defaced,78,mean,33.7255,0.9593
T1CE_to_SRI_defaced,78,median,36.5529,0.9728
T1CE_to_SRI_defaced,79,gaussian,33.3691,0.9576
T1CE_to_SRI_defaced,79,mean,34.0937,0.9613
T1CE_to_SRI_defaced,79,median,36.9655,0.9745
T1CE_to_SRI_defaced,80,gaussian,34.2557,0.9611
T1CE_to_SRI_defaced,80,mean,34.9963,0.9647
T1CE_to_SRI_defaced,80,median,37.8974,0.9776
T1CE_to_SRI_defaced,81,gaussian,35.0721,0.964
T1CE_to_SRI_defaced,81,mean,35.8113,0.9675
T1CE_to_SRI_defaced,81,median,38.6115,0.9794
T1CE_to_SRI_defaced,82,gaussian,34.6366,0.963
T1CE_to_SRI_defaced,82,mean,35.3642,0.9663
T1CE_to_SRI_defaced,82,median,37.9774,0.9779
T1CE_to_SRI_defaced,83,gaussian,33.6817,0.9603
T1CE_to_SRI_defaced,83,mean,34.414,0.9635
T1CE_to_SRI_defaced,83,median,37.0684,0.9758
T1CE_to_SRI_defaced,84,gaussian,33.5806,0.9604
T1CE_to_SRI_defaced,84,mean,34.317,0.9635
T1CE_to_SRI_defaced,84,median,36.9979,0.9758
T1CE_to_SRI_defaced,85,gaussian,33.3578,0.9601
T1CE_to_SRI_defaced,85,mean,34.1051,0.9633
T1CE_to_SRI_defaced,85,median,36.8205,0.9756
T1CE_to_SRI_defaced,86,gaussian,34.1108,0.9625
T1CE_to_SRI_defaced,86,mean,34.877,0.9657
T1CE_to_SRI_defaced,86,median,37.67,0.9775
T1_to_SRI_defaced,67,gaussian,32.6589,0.9657
T1_to_SRI_defaced,67,mean,33.3842,0.9692
T1_to_SRI_defaced,67,median,36.6787,0.9823
T1_to_SRI_defaced,68,gaussian,32.555,0.9652
T1_to_SRI_defaced,68,mean,33.282,0.9687
T1_to_SRI_defaced,68,median,36.5431,0.982
T1_to_SRI_defaced,69,gaussian,32.4414,0.9646
T1_to_SRI_defaced,69,mean,33.1755,0.9681
T1_to_SRI_defaced,69,median,36.4315,0.9812
T1_to_SRI_defaced,70,gaussian,31.9705,0.9633
T1_to_SRI_defaced,70,mean,32.7192,0.967
T1_to_SRI_defaced,70,median,36.1928,0.981
T1_to_SRI_defaced,71,gaussian,31.4863,0.962
T1_to_SRI_defaced,71,mean,32.2431,0.9658
T1_to_SRI_defaced,71,median,35.7438,0.9805
T1_to_SRI_defaced,72,gaussian,31.6158,0.962
T1_to_SRI_defaced,72,mean,32.3864,0.9657
T1_to_SRI_defaced,72,median,36.003,0.9807
T1_to_SRI_defaced,73,gaussian,31.6965,0.9616
T1_to_SRI_defaced,73,mean,32.4678,0.9652
T1_to_SRI_defaced,73,median,36.0543,0.9797
T1_to_SRI_defaced,74,gaussian,31.6771,0.9616
T1_to_SRI_defaced,74,mean,32.3707,0.9651
T1_to_SRI_defaced,74,median,35.763,0.9794
T1_to_SRI_defaced,75,gaussian,31.2823,0.961
T1_to_SRI_defaced,75,mean,31.9602,0.9646
T1_to_SRI_defaced,75,median,35.3489,0.9792
T1_to_SRI_defaced,76,gaussian,30.861,0.9599
T1_to_SRI_defaced,76,mean,31.5975,0.9637
T1_to_SRI_defaced,76,median,35.4847,0.978
T1_to_SRI_defaced,77,gaussian,31.2169,0.9623
T1_to_SRI_defaced,77,mean,32.0323,0.9664
T1_to_SRI_defaced,77,median,35.9625,0.9798
T1_to_SRI_defaced,78,gaussian,31.275,0.9639
T1_to_SRI_defaced,78,mean,32.2143,0.9684
T1_to_SRI_defaced,78,median,36.1383,0.9815
T1_to_SRI_defaced,79,gaussian,31.4168,0.9653
T1_to_SRI_defaced,79,mean,32.5084,0.9699
T1_to_SRI_defaced,79,median,36.6264,0.9828
T1_to_SRI_defaced,80,gaussian,31.4521,0.9657
T1_to_SRI_defaced,80,mean,32.5527,0.9703
T1_to_SRI_defaced,80,median,36.6662,0.9831
T1_to_SRI_defaced,81,gaussian,31.4606,0.966
T1_to_SRI_defaced,81,mean,32.5585,0.9704
T1_to_SRI_defaced,81,median,36.5278,0.9832
T1_to_SRI_defaced,82,gaussian,31.7242,0.9665
T1_to_SRI_defaced,82,mean,32.8297,0.9709
T1_to_SRI_defaced,82,median,36.7734,0.9833
T1_to_SRI_defaced,83,gaussian,31.8742,0.9668
T1_to_SRI_defaced,83,mean,32.9746,0.971
T1_to_SRI_defaced,83,median,36.6645,0.9832
T1_to_SRI_defaced,84,gaussian,31.775,0.9668
T1_to_SRI_defaced,84,mean,32.8605,0.971
T1_to_SRI_defaced,84,median,36.3091,0.9828
T1_to_SRI_defaced,85,gaussian,31.3993,0.9662
T1_to_SRI_defaced,85,mean,32.4832,0.9705
T1_to_SRI_defaced,85,median,36.1222,0.9826
T1_to_SRI_defaced,86,gaussian,31.814,0.9672
T1_to_SRI_defaced,86,mean,32.9045,0.9715
T1_to_SRI_defaced,86,median,36.6178,0.9838
FL_to_SRI_defaced,67,gaussian,31.5391,0.9451
FL_to_SRI_defaced,67,mean,32.1382,0.9479
FL_to_SRI_defaced,67,median,34.873,0.9623
FL_to_SRI_defaced,68,gaussian,31.5567,0.9448
FL_to_SRI_defaced,68,mean,32.1495,0.9475
FL_to_SRI_defaced,68,median,34.9357,0.9614
FL_to_SRI_defaced,69,gaussian,31.6663,0.945
FL_to_SRI_defaced,69,mean,32.2922,0.9477
FL_to_SRI_defaced,69,median,35.0842,0.9616
FL_to_SRI_defaced,70,gaussian,31.4737,0.9439
FL_to_SRI_defaced,70,mean,32.1319,0.9468
FL_to_SRI_defaced,70,median,35.0505,0.9614
FL_to_SRI_defaced,71,gaussian,30.8275,0.9403
FL_to_SRI_defaced,71,mean,31.4763,0.9432
FL_to_SRI_defaced,71,median,34.4762,0.9585
FL_to_SRI_defaced,72,gaussian,30.3956,0.9378
FL_to_SRI_defaced,72,mean,31.0268,0.9407
FL_to_SRI_defaced,72,median,34.0294,0.9563
FL_to_SRI_defaced,73,gaussian,30.3954,0.9373
FL_to_SRI_defaced,73,mean,31.0039,0.9403
FL_to_SRI_defaced,73,median,33.8545,0.9556
FL_to_SRI_defaced,74,gaussian,30.0497,0.9352
FL_to_SRI_defaced,74,mean,30.6232,0.9383
FL_to_SRI_defaced,74,median,33.3534,0.9541
FL_to_SRI_defaced,75,gaussian,30.0315,0.9349
FL_to_SRI_defaced,75,mean,30.5948,0.9382
FL_to_SRI_defaced,75,median,33.3052,0.9544
FL_to_SRI_defaced,76,gaussian,29.8449,0.9339
FL_to_SRI_defaced,76,mean,30.4727,0.9376
FL_to_SRI_defaced,76,median,33.4332,0.9546
FL_to_SRI_defaced,77,gaussian,30.1268,0.936
FL_to_SRI_defaced,77,mean,30.8226,0.9401
FL_to_SRI_defaced,77,median,34.0666,0.9572
FL_to_SRI_defaced,78,gaussian,30.0694,0.9366
FL_to_SRI_defaced,78,mean,30.8491,0.941
FL_to_SRI_defaced,78,median,34.2014,0.9581
FL_to_SRI_defaced,79,gaussian,30.0949,0.9377
FL_to_SRI_defaced,79,mean,30.8797,0.942
FL_to_SRI_defaced,79,median,34.0905,0.9588
FL_to_SRI_defaced,80,gaussian,30.1594,0.9388
FL_to_SRI_defaced,80,mean,30.9378,0.9431
FL_to_SRI_defaced,80,median,34.1186,0.9595
FL_to_SRI_defaced,81,gaussian,30.2315,0.9396
FL_to_SRI_defaced,81,mean,31.0337,0.9439
FL_to_SRI_defaced,81,median,34.2106,0.9605
FL_to_SRI_defaced,82,gaussian,30.1657,0.9395
FL_to_SRI_defaced,82,mean,30.9806,0.9438
FL_to_SRI_defaced,82,median,34.1174,0.9607
FL_to_SRI_defaced,83,gaussian,30.3981,0.9405
FL_to_SRI_defaced,83,mean,31.2135,0.9446
FL_to_SRI_defaced,83,median,34.2358,0.9611
FL_to_SRI_defaced,84,gaussian,30.6801,0.9423
FL_to_SRI_defaced,84,mean,31.4971,0.9463
FL_to_SRI_defaced,84,median,34.5007,0.9621
FL_to_SRI_defaced,85,gaussian,30.2053,0.9409
FL_to_SRI_defaced,85,mean,31.0192,0.945
FL_to_SRI_defaced,85,median,34.0789,0.9609
FL_to_SRI_defaced,86,gaussian,30.0342,0.9409
FL_to_SRI_defaced,86,mean,30.8578,0.9451
FL_to_SRI_defaced,86,median,33.9369,0.9611
T2_to_SRI_defaced,67,gaussian,31.7486,0.9469
T2_to_SRI_defaced,67,mean,32.2377,0.9507
T2_to_SRI_defaced,67,median,34.6946,0.9656
T2_to_SRI_defaced,68,gaussian,31.4847,0.9455
T2_to_SRI_defaced,68,mean,31.9578,0.9492
T2_to_SRI_defaced,68,median,34.4687,0.9648
T2_to_SRI_defaced,69,gaussian,31.361,0.9449
T2_to_SRI_defaced,69,mean,31.8404,0.9485
T2_to_SRI_defaced,69,median,34.3724,0.9646
T2_to_SRI_defaced,70,gaussian,30.9495,0.9429
T2_to_SRI_defaced,70,mean,31.4343,0.9464
T2_to_SRI_defaced,70,median,33.852,0.9622
T2_to_SRI_defaced,71,gaussian,30.1961,0.9398
T2_to_SRI_defaced,71,mean,30.699,0.9432
T2_to_SRI_defaced,71,median,33.1245,0.9593
T2_to_SRI_defaced,72,gaussian,29.7518,0.9382
T2_to_SRI_defaced,72,mean,30.2714,0.9417
T2_to_SRI_defaced,72,median,32.7582,0.9585
T2_to_SRI_defaced,73,gaussian,29.6419,0.9381
T2_to_SRI_defaced,73,mean,30.1597,0.9419
T2_to_SRI_defaced,73,median,32.706,0.959
T2_to_SRI_defaced,74,gaussian,29.7678,0.9391
T2_to_SRI_defaced,74,mean,30.2616,0.9429
T2_to_SRI_defaced,74,median,32.8024,0.9599
T2_to_SRI_defaced,75,gaussian,29.8501,0.9399
T2_to_SRI_defaced,75,mean,30.3348,0.9438
T2_to_SRI_defaced,75,median,32.9291,0.9612
T2_to_SRI_defaced,76,gaussian,29.4454,0.939
T2_to_SRI_defaced,76,mean,29.9945,0.9431
T2_to_SRI_defaced,76,median,32.9264,0.9605
T2_to_SRI_defaced,77,gaussian,29.277,0.9395
T2_to_SRI_defaced,77,mean,29.8372,0.9437
T2_to_SRI_defaced,77,median,32.592,0.9603
T2_to_SRI_defaced,78,gaussian,29.4134,0.9415
T2_to_SRI_defaced,78,mean,30.0136,0.946
T2_to_SRI_defaced,78,median,32.788,0.962
T2_to_SRI_defaced,79,gaussian,30.0439,0.9448
T2_to_SRI_defaced,79,mean,30.6438,0.9491
T2_to_SRI_defaced,79,median,33.3414,0.9644
T2_to_SRI_defaced,80,gaussian,29.8716,0.9451
T2_to_SRI_defaced,80,mean,30.4739,0.9495
T2_to_SRI_defaced,80,median,33.2458,0.9652
T2_to_SRI_defaced,81,gaussian,31.1366,0.9492
T2_to_SRI_defaced,81,mean,31.7276,0.9535
T2_to_SRI_defaced,81,median,34.3702,0.9682
T2_to_SRI_defaced,82,gaussian,31.6198,0.9511
T2_to_SRI_defaced,82,mean,32.1987,0.9554
T2_to_SRI_defaced,82,median,34.7529,0.9696
T2_to_SRI_defaced,83,gaussian,31.087,0.9498
T2_to_SRI_defaced,83,mean,31.6667,0.9541
T2_to_SRI_defaced,83,median,34.2187,0.9687
T2_to_SRI_defaced,84,gaussian,30.068,0.9473
T2_to_SRI_defaced,84,mean,30.6323,0.9513
T2_to_SRI_defaced,84,median,33.2352,0.9671
T2_to_SRI_defaced,85,gaussian,29.7519,0.9473
T2_to_SRI_defaced,85,mean,30.3185,0.9513
T2_to_SRI_defaced,85,median,32.9368,0.9669
T2_to_SRI_defaced,86,gaussian,30.3657,0.9494
